o_sample
0.000131056
-5.09972e-05
-0.00214329
-0.00663866
-0.00955443
-0.00493797
0.00588095
0.0112095
0.00225032
-0.0117011
-0.0113209
0.00585042
0.0173875
0.00488314
-0.0170408
-0.016873
0.00880513
0.0252789
0.00590208
-0.0258217
-0.0229409
0.0166645
0.0369887
0.000424257
-0.0444327
-0.0204805
0.0480216
0.0386214
-0.0687376
-0.0619646
0.268228
0.729379
0.771685
0.142613
-0.61269
-0.642078
0.132822
0.764582
0.410097
-0.511933
-0.777539
0.0125658
0.816657
0.51825
-0.510763
-0.859423
-0.0186357
0.868325
0.561436
-0.534845
-0.901677
-0.0156614
0.90184
0.571532
-0.55654
-0.917165
-0.00483749
0.917005
0.566264
-0.576169
-0.928774
7.05868e-05
0.928815
0.574093
-0.574039
-0.928869
2.90911e-14
0.928869
0.574039
-0.574093
-0.928815
5.40551e-05
0.928815
0.573985
-0.574039
-0.928761
3.34325e-15
0.928761
0.574039
-0.573985
-0.928815
-5.40551e-05
0.928815
0.574093
-0.574039
-0.928869
4.70926e-14
0.928869
0.574039
-0.574093
-0.928815
5.40551e-05
0.928815
0.573985
-0.574039
-0.928761
4.696e-15
0.928761
0.574039
-0.573985
-0.928815
-5.40551e-05
0.928815
0.574093
-0.574039
-0.928869
5.58061e-14
0.928869
0.574039
-0.574093
-0.928815
5.40551e-05
0.928815
0.573985
-0.574039
-0.928761
3.06694e-15
0.928761
0.574039
-0.573985
-0.928815
-5.40551e-05
0.928815
0.574093
-0.574039
-0.928869
7.6314e-14
0.928869
0.574039
-0.574093
-0.928815
5.40551e-05
0.928815
0.573985
-0.574039
-0.928761
-3.84409e-15
0.928761
0.574039
-0.573985
-0.928815
-5.40551e-05
0.928815
0.574093
-0.574039
-0.928869
9.74753e-14
0.928869
0.574039
-0.574093
-0.928815
5.40551e-05
0.928815
0.573985
-0.574039
-0.928761
7.35214e-15
0.928761
0.574039
-0.573985
-0.928815
-5.40551e-05
0.928815
0.574093
-0.574039
-0.928869
1.13381e-13
0.928869
0.574039
-0.574093
-0.928815
5.40551e-05
0.928815
0.573985
-0.574039
-0.928761
1.82847e-14
0.928761
0.574039
-0.573985
-0.928815
-5.40551e-05
0.928815
0.574093
-0.574039
-0.928869
1.2874e-13
0.928869
0.574039
-0.574093
-0.928815
5.40551e-05
0.928815
0.573985
-0.574039
-0.928761
1.73473e-14
0.928761
0.574039
-0.573985
-0.928815
-5.40551e-05
0.928815
0.574093
-0.574039
-0.928869
1.55118e-13
0.928869
0.574039
-0.574093
-0.928815
5.40551e-05
0.928815
0.573985
-0.574039
-0.928761
4.31193e-15
0.928761
0.574039
-0.573985
-0.928815
-5.40551e-05
0.928815
0.574093
-0.574039
-0.928869
1.69833e-13
0.928869
0.574039
-0.574093
-0.928815
5.40551e-05
0.928815
0.573985
-0.574039
-0.928761
1.50303e-14
0.928761
0.574039
-0.573985
-0.928815
-5.40551e-05
0.928815
0.574093
-0.574039
-0.928869
1.8609e-13
0.928869
0.574039
-0.574093
-0.928815
5.40551e-05
0.928815
0.573985
-0.574039
-0.928761
